progress_id,employee_id,course_id,completion_percentage,completed_at
e42c52e6-7d7b-4b76-85f9-1f547aabf8e4,33d7361c-47af-44e2-8f25-f08e1bb8f5fe,b6c54d38-1ba1-4880-a538-3df20f1ad26b,1,
ab765826-0074-40b9-9278-377a2bc451a4,33d7361c-47af-44e2-8f25-f08e1bb8f5fe,1287d329-5cd7-4a91-915c-bb9a27ccbad7,78,
29a35239-a2ef-4875-bf4e-194c206414c8,33d7361c-47af-44e2-8f25-f08e1bb8f5fe,0a05660b-4b10-4097-86c7-f7bbec517ede,91,
f6ed73fd-347f-40f4-b343-b474e82624c6,33d7361c-47af-44e2-8f25-f08e1bb8f5fe,f02f9746-ea64-44fa-8dea-64041352a03b,60,
06352415-f1fe-4ecb-84a4-9129c3198eb5,cc58a139-0f3e-4eb2-abf3-b75ec051236e,9fd1bbec-8457-4a59-ae1b-21d3332242b1,90,
b2985ec7-418d-4c9b-b5e7-2ad996bbee6e,cc58a139-0f3e-4eb2-abf3-b75ec051236e,e89339c8-71fc-43bb-a490-2dd1075b789e,20,
a64030ed-91f9-4f78-a8db-28685fff2dbc,cc58a139-0f3e-4eb2-abf3-b75ec051236e,dbee22e0-b97f-4bef-95e3-346a30a979f3,66,
33ebc9b9-3b25-4bc0-bd8a-f98f4ba0faa0,cc58a139-0f3e-4eb2-abf3-b75ec051236e,e9d59f32-82b4-4acc-b92a-158c490c6c2f,85,
7637d329-1658-42b5-9ff8-d877fb8f9001,cc58a139-0f3e-4eb2-abf3-b75ec051236e,eb937e20-4a35-4b84-af3a-9c432a68e35c,60,
f6156049-1e5d-4c60-adb3-5c350b5125ac,cc58a139-0f3e-4eb2-abf3-b75ec051236e,cadf6033-27aa-4d77-9e4d-18a6f3451d57,24,
f84fe1d7-fe57-4e7a-9725-b602c1729d98,cc58a139-0f3e-4eb2-abf3-b75ec051236e,c6b31f69-5e14-4ba4-b83b-e799ec1196ca,12,
70211878-7429-4aaa-8146-bcfa19d61135,cc58a139-0f3e-4eb2-abf3-b75ec051236e,cb7009cb-1c14-48d4-949d-424dbd672a55,80,
ebfd3468-b77c-4b8b-8241-c0759db57f95,cc58a139-0f3e-4eb2-abf3-b75ec051236e,6d03ee0a-7bed-45e0-ac24-0e1e3e7c550c,68,
228b5ef0-d57a-419f-b4ba-4998d22f5181,cc58a139-0f3e-4eb2-abf3-b75ec051236e,cd86eecb-e99d-40c5-b43f-788d0624f4c7,67,
29f105c4-a95f-4573-96b4-da40b33a3b74,cc58a139-0f3e-4eb2-abf3-b75ec051236e,c55e2baa-e2f1-451f-be01-3616d99e9b3d,4,
dc739c6d-0d22-41cf-96b5-f9e88f6c7fb7,cc58a139-0f3e-4eb2-abf3-b75ec051236e,3889d9af-c802-4662-85d9-34efb90fbab7,48,
9f6b4db1-72b5-4b74-9b2d-621d1f564c59,cc58a139-0f3e-4eb2-abf3-b75ec051236e,d8cf8c50-c44f-4126-a3bc-59e098607965,0,
fb570519-e793-4b16-b9ab-7287bc683e3e,cc58a139-0f3e-4eb2-abf3-b75ec051236e,4ac123bc-9c78-49a2-92ea-09caa879f7ed,52,
ff60fce7-2aad-45e5-b6a7-d0ef99b08e27,cc58a139-0f3e-4eb2-abf3-b75ec051236e,902e7df8-eaa7-401e-ae0c-7954f1efed2f,57,
fdb22bc1-0804-4547-ac26-93ec468bbe2b,cc58a139-0f3e-4eb2-abf3-b75ec051236e,8152a3c7-6230-4fd1-9945-df022b53b5e2,91,
b63ef673-4ee6-44b5-9a27-047ed8a74e14,cc58a139-0f3e-4eb2-abf3-b75ec051236e,b6c54d38-1ba1-4880-a538-3df20f1ad26b,34,
a2fe3963-2f8d-462d-bdc6-3c25cfb812a0,cc58a139-0f3e-4eb2-abf3-b75ec051236e,1287d329-5cd7-4a91-915c-bb9a27ccbad7,68,
dcba3264-ec89-4c3c-be7b-6e5208c7b4ee,cc58a139-0f3e-4eb2-abf3-b75ec051236e,0a05660b-4b10-4097-86c7-f7bbec517ede,88,
eca584c8-5f6a-4393-b566-67453c948df9,cc58a139-0f3e-4eb2-abf3-b75ec051236e,f02f9746-ea64-44fa-8dea-64041352a03b,68,
5bd45d00-9651-42a4-979b-138fb459b7e2,12e4372e-21cc-40dc-9c18-f57aa25f4185,9fd1bbec-8457-4a59-ae1b-21d3332242b1,91,
3220dc39-02de-4315-acf8-0981a4d176f9,12e4372e-21cc-40dc-9c18-f57aa25f4185,e89339c8-71fc-43bb-a490-2dd1075b789e,60,
4fc91a65-a8b5-42be-8d5c-146e5f40b7f3,12e4372e-21cc-40dc-9c18-f57aa25f4185,dbee22e0-b97f-4bef-95e3-346a30a979f3,71,
f5d85e73-3a63-4774-a8c5-20a2d92fe4eb,12e4372e-21cc-40dc-9c18-f57aa25f4185,e9d59f32-82b4-4acc-b92a-158c490c6c2f,54,
677f8c2d-1a89-40d9-a3ca-a41c4981bcdc,12e4372e-21cc-40dc-9c18-f57aa25f4185,eb937e20-4a35-4b84-af3a-9c432a68e35c,80,
81d7e3e3-2c55-4378-a56c-460a13d35c21,12e4372e-21cc-40dc-9c18-f57aa25f4185,cadf6033-27aa-4d77-9e4d-18a6f3451d57,89,
236debc2-a223-495e-bf28-62cd6bfc2d19,12e4372e-21cc-40dc-9c18-f57aa25f4185,c6b31f69-5e14-4ba4-b83b-e799ec1196ca,52,
8f854932-9c88-4f0d-9877-1ac3264f7788,12e4372e-21cc-40dc-9c18-f57aa25f4185,cb7009cb-1c14-48d4-949d-424dbd672a55,20,
a97f1bdb-f9b1-4c47-8ea2-77b09b2034dc,12e4372e-21cc-40dc-9c18-f57aa25f4185,6d03ee0a-7bed-45e0-ac24-0e1e3e7c550c,32,
0fc7313d-f347-448b-84fa-991bd79817f3,12e4372e-21cc-40dc-9c18-f57aa25f4185,cd86eecb-e99d-40c5-b43f-788d0624f4c7,60,
76ebdc00-9358-4a19-88ad-35050e7668a3,12e4372e-21cc-40dc-9c18-f57aa25f4185,c55e2baa-e2f1-451f-be01-3616d99e9b3d,77,
0fbbf6c2-fa37-4c7d-b71e-816fcae14b7f,12e4372e-21cc-40dc-9c18-f57aa25f4185,3889d9af-c802-4662-85d9-34efb90fbab7,82,
b95fda8e-001c-4b6a-98c5-3b50af5c6013,12e4372e-21cc-40dc-9c18-f57aa25f4185,d8cf8c50-c44f-4126-a3bc-59e098607965,3,
1da5671d-0259-4567-af47-31cc07349943,12e4372e-21cc-40dc-9c18-f57aa25f4185,4ac123bc-9c78-49a2-92ea-09caa879f7ed,18,
57b1c9a4-24b1-422f-b40f-20bca4d2af1b,12e4372e-21cc-40dc-9c18-f57aa25f4185,902e7df8-eaa7-401e-ae0c-7954f1efed2f,7,
c99f18a5-aa57-4e07-92a7-e02f317e5575,12e4372e-21cc-40dc-9c18-f57aa25f4185,8152a3c7-6230-4fd1-9945-df022b53b5e2,57,
89b2847a-5826-454a-bbea-db6e6720fd3b,12e4372e-21cc-40dc-9c18-f57aa25f4185,b6c54d38-1ba1-4880-a538-3df20f1ad26b,8,
de17c9ba-0b39-4f62-8ed2-c1124c24de8e,12e4372e-21cc-40dc-9c18-f57aa25f4185,1287d329-5cd7-4a91-915c-bb9a27ccbad7,9,
0dec69b4-fb6e-4895-9846-48021c2b2415,12e4372e-21cc-40dc-9c18-f57aa25f4185,0a05660b-4b10-4097-86c7-f7bbec517ede,64,
424021e5-0549-4451-9fe0-eb3f4a1df61e,12e4372e-21cc-40dc-9c18-f57aa25f4185,f02f9746-ea64-44fa-8dea-64041352a03b,40,
91939221-2383-4850-b4b8-94c85e2c1b60,36dc81d9-9068-4ea4-9a29-eb303d61be84,9fd1bbec-8457-4a59-ae1b-21d3332242b1,58,
956fdef0-706c-41df-b347-d3bc7f15779b,36dc81d9-9068-4ea4-9a29-eb303d61be84,e89339c8-71fc-43bb-a490-2dd1075b789e,9,
1acf55a3-0a71-4aeb-a7e5-faf5b4e0b643,36dc81d9-9068-4ea4-9a29-eb303d61be84,dbee22e0-b97f-4bef-95e3-346a30a979f3,7,
1db181fc-1970-47e8-bd64-b6ab86e5d2f2,36dc81d9-9068-4ea4-9a29-eb303d61be84,e9d59f32-82b4-4acc-b92a-158c490c6c2f,89,
0b30db9e-97c5-4095-9cdc-98f157283ea7,36dc81d9-9068-4ea4-9a29-eb303d61be84,eb937e20-4a35-4b84-af3a-9c432a68e35c,13,
5135be46-5eb5-4474-b563-053d70a94ab3,36dc81d9-9068-4ea4-9a29-eb303d61be84,cadf6033-27aa-4d77-9e4d-18a6f3451d57,55,
2f670387-3277-4d37-874b-2add13c0694b,36dc81d9-9068-4ea4-9a29-eb303d61be84,c6b31f69-5e14-4ba4-b83b-e799ec1196ca,67,
c62ecb42-3b8b-4d81-a800-2291daaba91d,36dc81d9-9068-4ea4-9a29-eb303d61be84,cb7009cb-1c14-48d4-949d-424dbd672a55,68,
a0e77233-42cc-4448-94fb-e0b5665307ab,36dc81d9-9068-4ea4-9a29-eb303d61be84,6d03ee0a-7bed-45e0-ac24-0e1e3e7c550c,90,
cb284c32-6511-4f53-a5b1-c87ac58340df,36dc81d9-9068-4ea4-9a29-eb303d61be84,cd86eecb-e99d-40c5-b43f-788d0624f4c7,62,
5f174c0f-1086-4ec4-be6a-c841e1274998,36dc81d9-9068-4ea4-9a29-eb303d61be84,c55e2baa-e2f1-451f-be01-3616d99e9b3d,66,
40276524-2833-4af7-9ffb-740d42d676b3,36dc81d9-9068-4ea4-9a29-eb303d61be84,3889d9af-c802-4662-85d9-34efb90fbab7,20,
42030dc7-693e-4f76-8873-c33d7e3cf323,36dc81d9-9068-4ea4-9a29-eb303d61be84,d8cf8c50-c44f-4126-a3bc-59e098607965,51,
e2789d59-4035-4842-95c3-9792b36f01f0,36dc81d9-9068-4ea4-9a29-eb303d61be84,4ac123bc-9c78-49a2-92ea-09caa879f7ed,54,
2d5fb09b-b1bc-43d9-af06-501bb3dc4d2c,36dc81d9-9068-4ea4-9a29-eb303d61be84,902e7df8-eaa7-401e-ae0c-7954f1efed2f,32,
e5d39a5c-7070-41d5-b3d5-1f9dc4b012d1,36dc81d9-9068-4ea4-9a29-eb303d61be84,8152a3c7-6230-4fd1-9945-df022b53b5e2,77,
3dceafa5-cce7-4c6b-839a-175c63814eb1,36dc81d9-9068-4ea4-9a29-eb303d61be84,b6c54d38-1ba1-4880-a538-3df20f1ad26b,81,
8183b5ee-c102-45a1-bdc2-1dfd3de7ff4a,36dc81d9-9068-4ea4-9a29-eb303d61be84,1287d329-5cd7-4a91-915c-bb9a27ccbad7,30,
7683212a-a0be-4c65-b630-e86e9ecf5cdf,36dc81d9-9068-4ea4-9a29-eb303d61be84,0a05660b-4b10-4097-86c7-f7bbec517ede,63,
7d1acb1b-f895-4bc8-8f63-3ccd5130045d,36dc81d9-9068-4ea4-9a29-eb303d61be84,f02f9746-ea64-44fa-8dea-64041352a03b,3,
ea39fb43-7c35-4e2a-9e5c-8bf19baa6f89,c6d834bc-7908-4222-834f-8826d06bdc1b,9fd1bbec-8457-4a59-ae1b-21d3332242b1,83,
8a23b02d-b0bf-4854-8713-155316b38861,c6d834bc-7908-4222-834f-8826d06bdc1b,e89339c8-71fc-43bb-a490-2dd1075b789e,8,
2cbd83bf-510d-4d43-afb7-72707f31d542,c6d834bc-7908-4222-834f-8826d06bdc1b,dbee22e0-b97f-4bef-95e3-346a30a979f3,33,
8b2ed50f-c3c8-470b-a100-20992c9dd404,c6d834bc-7908-4222-834f-8826d06bdc1b,e9d59f32-82b4-4acc-b92a-158c490c6c2f,25,
320080dd-daf7-45a7-b8fa-109f13ac27ff,c6d834bc-7908-4222-834f-8826d06bdc1b,eb937e20-4a35-4b84-af3a-9c432a68e35c,5,
dd7e203f-cffe-464e-a4d5-6ba8aa725f64,c6d834bc-7908-4222-834f-8826d06bdc1b,cadf6033-27aa-4d77-9e4d-18a6f3451d57,93,
070e9909-5ec8-408a-a622-4b5c02cb4da9,c6d834bc-7908-4222-834f-8826d06bdc1b,c6b31f69-5e14-4ba4-b83b-e799ec1196ca,19,
8af96f77-326d-4b5d-928e-d71b077427bf,c6d834bc-7908-4222-834f-8826d06bdc1b,cb7009cb-1c14-48d4-949d-424dbd672a55,27,
edd6da47-80f5-4f24-941a-4f9dc16e4f93,c6d834bc-7908-4222-834f-8826d06bdc1b,6d03ee0a-7bed-45e0-ac24-0e1e3e7c550c,61,
940bdde1-295d-4f1b-98b5-4430e054da0b,c6d834bc-7908-4222-834f-8826d06bdc1b,cd86eecb-e99d-40c5-b43f-788d0624f4c7,58,
89611a21-6011-4f83-849e-af5e84a585a0,c6d834bc-7908-4222-834f-8826d06bdc1b,c55e2baa-e2f1-451f-be01-3616d99e9b3d,77,
32df9ed9-a1bc-4712-940c-308783687f13,c6d834bc-7908-4222-834f-8826d06bdc1b,3889d9af-c802-4662-85d9-34efb90fbab7,12,
1e8273f2-0636-46b9-84bf-7458a2aeef15,c6d834bc-7908-4222-834f-8826d06bdc1b,d8cf8c50-c44f-4126-a3bc-59e098607965,7,
f9f9f148-1691-4161-ab62-10bad09e3ba7,c6d834bc-7908-4222-834f-8826d06bdc1b,4ac123bc-9c78-49a2-92ea-09caa879f7ed,20,
2648c925-e313-4532-8454-03030af7242c,c6d834bc-7908-4222-834f-8826d06bdc1b,902e7df8-eaa7-401e-ae0c-7954f1efed2f,18,
ee70198c-8d4d-4356-9c3a-dcb1d91015f8,c6d834bc-7908-4222-834f-8826d06bdc1b,8152a3c7-6230-4fd1-9945-df022b53b5e2,50,
57e35649-b7b5-430a-9447-7dab1b42e81f,c6d834bc-7908-4222-834f-8826d06bdc1b,b6c54d38-1ba1-4880-a538-3df20f1ad26b,38,
2f2a1241-14c7-47c9-8ec3-ce5d0a0057eb,c6d834bc-7908-4222-834f-8826d06bdc1b,1287d329-5cd7-4a91-915c-bb9a27ccbad7,29,
70787beb-a487-473b-9e12-f929c2d26c82,c6d834bc-7908-4222-834f-8826d06bdc1b,0a05660b-4b10-4097-86c7-f7bbec517ede,7,
cdc7732c-248b-4207-893b-18878308b07d,c6d834bc-7908-4222-834f-8826d06bdc1b,f02f9746-ea64-44fa-8dea-64041352a03b,0,
a110a998-b773-437c-8bb2-d5bc44bd9460,d3518548-3b19-412e-8382-45cd1f8554d0,9fd1bbec-8457-4a59-ae1b-21d3332242b1,0,
a180176d-682b-4fe2-b3f1-e5f4c6e47cbb,d3518548-3b19-412e-8382-45cd1f8554d0,e89339c8-71fc-43bb-a490-2dd1075b789e,65,
9bafe303-758d-4cbc-9725-37c769f290e2,d3518548-3b19-412e-8382-45cd1f8554d0,dbee22e0-b97f-4bef-95e3-346a30a979f3,46,
815de308-d126-41f8-90c9-fc9e8022f7ec,d3518548-3b19-412e-8382-45cd1f8554d0,e9d59f32-82b4-4acc-b92a-158c490c6c2f,12,
35607e87-f1c6-42b3-8070-46b627dd97e0,d3518548-3b19-412e-8382-45cd1f8554d0,eb937e20-4a35-4b84-af3a-9c432a68e35c,1,
f93ad717-6dc0-4282-bd9d-f08597f9bb5e,d3518548-3b19-412e-8382-45cd1f8554d0,cadf6033-27aa-4d77-9e4d-18a6f3451d57,43,
4d2efa9b-4aab-47c6-91cc-607f8c877f05,d3518548-3b19-412e-8382-45cd1f8554d0,c6b31f69-5e14-4ba4-b83b-e799ec1196ca,13,
3a57d1f6-e156-42c5-ac85-17deedc68bc6,d3518548-3b19-412e-8382-45cd1f8554d0,cb7009cb-1c14-48d4-949d-424dbd672a55,56,
aec36ddc-37d2-44f7-a462-ba5a2bcebc16,d3518548-3b19-412e-8382-45cd1f8554d0,6d03ee0a-7bed-45e0-ac24-0e1e3e7c550c,96,
33a45d63-ac3f-4dc8-9b54-f1dc5ba6073a,d3518548-3b19-412e-8382-45cd1f8554d0,cd86eecb-e99d-40c5-b43f-788d0624f4c7,28,
17108dca-3f63-42dd-8bc6-e06a568eeb68,d3518548-3b19-412e-8382-45cd1f8554d0,c55e2baa-e2f1-451f-be01-3616d99e9b3d,59,
5db98615-3070-4bde-8705-1ad3a73fbc5c,d3518548-3b19-412e-8382-45cd1f8554d0,3889d9af-c802-4662-85d9-34efb90fbab7,99,
72cb9afb-dc3c-44c0-86cd-1d62e9f05646,d3518548-3b19-412e-8382-45cd1f8554d0,d8cf8c50-c44f-4126-a3bc-59e098607965,65,
fa23fd50-a04d-43f3-9018-d9d333fda82a,d3518548-3b19-412e-8382-45cd1f8554d0,4ac123bc-9c78-49a2-92ea-09caa879f7ed,47,
5748a938-fbef-45e7-9bad-208467f961f6,d3518548-3b19-412e-8382-45cd1f8554d0,902e7df8-eaa7-401e-ae0c-7954f1efed2f,55,
492b8f49-befd-4220-b6b5-dd188c9df25b,d3518548-3b19-412e-8382-45cd1f8554d0,8152a3c7-6230-4fd1-9945-df022b53b5e2,16,
9f9cfde1-e9a7-4911-8828-d1d7301e04f7,d3518548-3b19-412e-8382-45cd1f8554d0,b6c54d38-1ba1-4880-a538-3df20f1ad26b,66,
9c637f6d-f1b2-4f0a-b48d-eaaeca9905dd,d3518548-3b19-412e-8382-45cd1f8554d0,1287d329-5cd7-4a91-915c-bb9a27ccbad7,62,
9552e236-977b-4f81-91b3-89ad6eb0296f,d3518548-3b19-412e-8382-45cd1f8554d0,0a05660b-4b10-4097-86c7-f7bbec517ede,63,
48cc168b-379c-4529-9d3a-2207c4391252,d3518548-3b19-412e-8382-45cd1f8554d0,f02f9746-ea64-44fa-8dea-64041352a03b,48,
18a51d34-859d-404c-9227-38f94c9a69d6,d2e76c2d-2e4c-45f6-866b-863e1451e382,9fd1bbec-8457-4a59-ae1b-21d3332242b1,64,
ef7b2cbc-4262-4f57-8ac6-2334279bc426,d2e76c2d-2e4c-45f6-866b-863e1451e382,e89339c8-71fc-43bb-a490-2dd1075b789e,76,
9d2c5dbb-1331-426f-906a-2d98f2170a03,d2e76c2d-2e4c-45f6-866b-863e1451e382,dbee22e0-b97f-4bef-95e3-346a30a979f3,10,
01bcce82-368d-4d6d-9269-730654b640b4,d2e76c2d-2e4c-45f6-866b-863e1451e382,e9d59f32-82b4-4acc-b92a-158c490c6c2f,38,
81d6eef4-3f6b-4d79-ae5d-828ae336c7d6,d2e76c2d-2e4c-45f6-866b-863e1451e382,eb937e20-4a35-4b84-af3a-9c432a68e35c,77,
322982c3-bb42-4d5c-bb2b-6fca65ab39f5,d2e76c2d-2e4c-45f6-866b-863e1451e382,cadf6033-27aa-4d77-9e4d-18a6f3451d57,38,
d9e2ed01-e32c-4cf1-aee1-3c1f7faea677,d2e76c2d-2e4c-45f6-866b-863e1451e382,c6b31f69-5e14-4ba4-b83b-e799ec1196ca,84,
5dfa173e-68c8-4298-b8ec-1689cb260e3e,d2e76c2d-2e4c-45f6-866b-863e1451e382,cb7009cb-1c14-48d4-949d-424dbd672a55,53,
eb745e95-8d34-4f86-922e-daf3fbfb11a2,d2e76c2d-2e4c-45f6-866b-863e1451e382,6d03ee0a-7bed-45e0-ac24-0e1e3e7c550c,66,
8334ddfc-109e-4d54-af5e-0b4b1c16df91,d2e76c2d-2e4c-45f6-866b-863e1451e382,cd86eecb-e99d-40c5-b43f-788d0624f4c7,47,
fe11289a-77db-404b-bec1-4d38175f5a98,d2e76c2d-2e4c-45f6-866b-863e1451e382,c55e2baa-e2f1-451f-be01-3616d99e9b3d,72,
2d6e0674-c254-4444-a0b6-d76465ffa725,d2e76c2d-2e4c-45f6-866b-863e1451e382,3889d9af-c802-4662-85d9-34efb90fbab7,63,
a24356fd-8ee9-4462-b820-89f0507f3230,d2e76c2d-2e4c-45f6-866b-863e1451e382,d8cf8c50-c44f-4126-a3bc-59e098607965,40,
ebab4a30-9828-4fe6-ae01-6dae28329840,d2e76c2d-2e4c-45f6-866b-863e1451e382,4ac123bc-9c78-49a2-92ea-09caa879f7ed,86,
308fa20c-1d01-4a36-8412-c36e5c240953,d2e76c2d-2e4c-45f6-866b-863e1451e382,902e7df8-eaa7-401e-ae0c-7954f1efed2f,80,
93902a37-ab6a-446b-baba-d338749e078d,d2e76c2d-2e4c-45f6-866b-863e1451e382,8152a3c7-6230-4fd1-9945-df022b53b5e2,69,
d5873643-d234-458e-923c-0851fe0dde0f,d2e76c2d-2e4c-45f6-866b-863e1451e382,b6c54d38-1ba1-4880-a538-3df20f1ad26b,50,
13091f73-2b3a-4279-83e9-aef56eb1c4cd,d2e76c2d-2e4c-45f6-866b-863e1451e382,1287d329-5cd7-4a91-915c-bb9a27ccbad7,15,
bb8e9b12-9b3b-4f0e-a99a-4f831a7e1eff,d2e76c2d-2e4c-45f6-866b-863e1451e382,0a05660b-4b10-4097-86c7-f7bbec517ede,15,
30e509b4-01ed-4295-9b3f-99ef4a534059,d2e76c2d-2e4c-45f6-866b-863e1451e382,f02f9746-ea64-44fa-8dea-64041352a03b,53,
8af42248-b882-431c-a570-57a75bf4a2f6,0bfb2bd7-c6d6-4f39-b5a9-4887449a2aca,9fd1bbec-8457-4a59-ae1b-21d3332242b1,69,
050c2ab4-8765-444d-b582-3cf70346ac4a,0bfb2bd7-c6d6-4f39-b5a9-4887449a2aca,e89339c8-71fc-43bb-a490-2dd1075b789e,100,2024-05-25 02:27:58
47fc4b57-2db8-46e8-b0ab-d8b1fe74cc73,0bfb2bd7-c6d6-4f39-b5a9-4887449a2aca,dbee22e0-b97f-4bef-95e3-346a30a979f3,59,
50d8c9e5-9aad-45dc-94ec-3d4b9b9b2e50,0bfb2bd7-c6d6-4f39-b5a9-4887449a2aca,e9d59f32-82b4-4acc-b92a-158c490c6c2f,50,
a73995f8-4159-4451-b67d-f6506c74aaf9,0bfb2bd7-c6d6-4f39-b5a9-4887449a2aca,eb937e20-4a35-4b84-af3a-9c432a68e35c,81,
116226a5-a13f-4b01-9d32-db129a537300,0bfb2bd7-c6d6-4f39-b5a9-4887449a2aca,cadf6033-27aa-4d77-9e4d-18a6f3451d57,97,
17ff51c9-d901-4163-8306-2a6868d5ded8,0bfb2bd7-c6d6-4f39-b5a9-4887449a2aca,c6b31f69-5e14-4ba4-b83b-e799ec1196ca,54,
43be98cf-a338-4418-ae66-db919fb04e24,0bfb2bd7-c6d6-4f39-b5a9-4887449a2aca,cb7009cb-1c14-48d4-949d-424dbd672a55,68,
17e02c93-4643-4fab-a16d-469fbcf21a3a,0bfb2bd7-c6d6-4f39-b5a9-4887449a2aca,6d03ee0a-7bed-45e0-ac24-0e1e3e7c550c,78,
7d5529f1-594a-4520-8a34-b66e00600d32,0bfb2bd7-c6d6-4f39-b5a9-4887449a2aca,cd86eecb-e99d-40c5-b43f-788d0624f4c7,84,
00a67907-30ae-4937-b7f4-e3b6e94e06c1,0bfb2bd7-c6d6-4f39-b5a9-4887449a2aca,c55e2baa-e2f1-451f-be01-3616d99e9b3d,46,
3d76ea4d-39fc-4279-bb70-833a69c727ab,0bfb2bd7-c6d6-4f39-b5a9-4887449a2aca,3889d9af-c802-4662-85d9-34efb90fbab7,39,
e66df3d6-a1ab-419b-8f6f-07d1d12adb7f,0bfb2bd7-c6d6-4f39-b5a9-4887449a2aca,d8cf8c50-c44f-4126-a3bc-59e098607965,2,
356bb947-be75-405c-8195-b9db781a6dc3,0bfb2bd7-c6d6-4f39-b5a9-4887449a2aca,4ac123bc-9c78-49a2-92ea-09caa879f7ed,19,
f6e4f5c3-7944-41b7-b724-03d5878177c1,0bfb2bd7-c6d6-4f39-b5a9-4887449a2aca,902e7df8-eaa7-401e-ae0c-7954f1efed2f,67,
2ed87744-775e-4f56-9be9-d94273d274b2,0bfb2bd7-c6d6-4f39-b5a9-4887449a2aca,8152a3c7-6230-4fd1-9945-df022b53b5e2,11,
32010fdc-cc74-45d1-970e-cbe4082ebbb7,0bfb2bd7-c6d6-4f39-b5a9-4887449a2aca,b6c54d38-1ba1-4880-a538-3df20f1ad26b,94,
92aef792-f6a8-468f-800a-a8aa7037b74a,0bfb2bd7-c6d6-4f39-b5a9-4887449a2aca,1287d329-5cd7-4a91-915c-bb9a27ccbad7,70,
187f1db6-9ef0-4288-af1a-472eaba8bfea,0bfb2bd7-c6d6-4f39-b5a9-4887449a2aca,0a05660b-4b10-4097-86c7-f7bbec517ede,2,
210debd7-062e-423e-be1d-e4c12c549bb4,0bfb2bd7-c6d6-4f39-b5a9-4887449a2aca,f02f9746-ea64-44fa-8dea-64041352a03b,50,
abacaaea-405b-4e00-bf5f-bfb6aadcac5e,0ae55f11-a75d-40c8-91a4-92a3a5e9f91a,9fd1bbec-8457-4a59-ae1b-21d3332242b1,75,
a3ca5916-c394-44dc-9e5a-92b380037de9,0ae55f11-a75d-40c8-91a4-92a3a5e9f91a,e89339c8-71fc-43bb-a490-2dd1075b789e,61,
571af69e-a294-46a7-bfb4-f156f27c5426,0ae55f11-a75d-40c8-91a4-92a3a5e9f91a,dbee22e0-b97f-4bef-95e3-346a30a979f3,17,
