assignment_id,employee_id,course_id,assigned_at
3b613f67-ee00-4b06-b158-ca0e578a4014,5ee3ede2-23f3-4be2-958f-a96e22fbb2e0,106b358b-973e-42b1-9154-94214dc7f604,2024-05-14 11:27:45
e6eb043b-db34-497d-be83-62543d85a268,a66ba3e2-10fc-479b-99bd-902d93372f12,3a339568-c338-429e-8aef-293a3ea7f5bb,2024-05-18 17:11:40
2fc96585-08f2-4f6a-9b61-8a85e82d6275,109eb90e-2ed1-4814-8c38-327f205d701f,a8d520b2-584e-40f8-81b0-e8e538ff1f0c,2024-07-06 14:18:00
2dcae341-1b67-46fe-acd5-5c64cb8d9702,0d525492-03a0-4e66-87d9-f4d4df10aa24,71377f20-bed9-410b-9fa7-142e3179e9fe,2024-06-01 16:25:32
80111eda-9e99-45a2-91ca-6bab5885d279,dbb894ef-5d53-4200-bb54-af100bfee8e1,959f0001-a7c8-49f4-8bf7-173b2cb863b4,2024-05-31 20:51:49
4763e586-d68a-4a59-ac46-c2e4bc5c9475,fc046613-47e8-427e-beb5-699680acb5b8,f9623129-3998-4702-9949-2c9984428449,2024-07-30 18:14:33
9a0a0d83-3928-45c3-9566-a424aad4d67e,0564dc8a-2c53-44ac-b2ec-499755de840f,5233bd5a-1fb4-4022-9ef4-9885ad9b99f4,2024-06-17 05:41:52
2160b986-f706-4c31-9061-cd2ff3b8a2c3,e33c659a-b184-4cac-a051-712fbd39bc4b,6047372f-c9af-4531-8a73-8bdb89bfb063,2024-03-21 08:45:44
174f8f7d-26ca-49a4-85d7-5d44ac8d7687,df74e052-2ede-4562-bcbb-d880310cf0da,dd5f09e3-33aa-46a2-aa3b-3644cf18b167,2024-05-14 04:49:01
314a91a7-2d82-4b3c-890b-d86cf66417d1,c16b825a-4cc9-4bac-8477-d586105560c9,28584099-5402-4c97-9df7-c41196cebdbe,2024-08-18 23:39:19
efdf2ed4-8c00-41d3-bfff-4c521e5e81b6,f9d271d3-b328-4b2f-89bb-bd1b23ab7d32,959f0001-a7c8-49f4-8bf7-173b2cb863b4,2024-02-01 17:53:03
59c162ad-1535-4669-9de8-2858ac2ed743,98984613-ae00-44be-a1d4-2f75bcdb7349,5233bd5a-1fb4-4022-9ef4-9885ad9b99f4,2024-06-01 07:22:58
5a90a7b3-0b90-468c-b09c-849a59f09fa4,5513d463-19a8-459a-8173-6450b0632048,7b96c6be-198f-40ea-a457-11b71fc95c61,2024-05-23 16:00:42
89f3ef4b-e7ea-4a3e-b14e-0d6e9a5348a9,7b6cac55-e272-496a-bb17-0136c460474e,695d5577-cbaa-4e8d-ad22-b8f8de421192,2024-08-09 10:38:49
ab64feb2-acde-45d2-93ca-e26bffda8f39,57d0874f-fb72-43bf-9d88-da2da7a3a1e8,2ff0eb16-b673-41dc-8f43-332b866d7b90,2024-09-22 12:58:17
63a86cb2-eb9e-4277-b7ac-8d56cc2c0780,3cd83988-77f8-44d1-84fa-6a43ad4ec8f3,959f0001-a7c8-49f4-8bf7-173b2cb863b4,2024-04-29 04:43:07
fc559363-8916-4a4c-9f37-6b7eaccb4766,3aad913a-f14d-4eb0-857c-2800a33e40db,5233bd5a-1fb4-4022-9ef4-9885ad9b99f4,2024-04-21 16:38:59
3e352408-50cc-4c99-b807-79dd3aaf1ff3,2c914c16-a68f-4c6c-950c-84f4b86c2a7b,3c47df7c-1842-40b3-8899-68e3d95f41c8,2024-04-26 03:40:20
cfb1b553-9bb8-42b8-ae51-7344e8866c25,c16b825a-4cc9-4bac-8477-d586105560c9,c388b418-ba14-4b9e-ae1f-b6ec6159ab06,2024-02-19 14:10:15
082ab8d7-020f-48ba-92a8-5fba2d1357c8,89af6831-8b40-4fbf-86e4-c1c871105249,4f3eb0d3-dd92-4afe-9c6c-cd1634770a52,2024-07-07 14:36:58
c1abd301-4d9d-4359-80a8-328115e3165f,e458ddfd-905e-451b-8fab-6c8eb55e4fc0,4f3eb0d3-dd92-4afe-9c6c-cd1634770a52,2024-06-08 16:21:57
ec320ace-419b-4ef4-b7c3-78affb5e3eff,304dcd27-7544-4ae5-9de3-1475fe9c40e3,959f0001-a7c8-49f4-8bf7-173b2cb863b4,2024-02-25 00:35:27
d0310c3f-8dbe-414d-991e-685a05065049,516c7f77-8812-446d-a146-a9be94fdc2a4,a795581f-3613-443f-a730-ce6ac79674ae,2024-03-04 12:20:06
b49719a2-89ed-4533-82e1-99352bb7ebc9,49ccf0c9-64fc-4812-b09a-0a70d1ad733d,a8d520b2-584e-40f8-81b0-e8e538ff1f0c,2024-08-11 07:26:52
2052caa3-7c43-4c4a-8879-03b2db084327,7ddd3ed2-e4d2-420c-bd01-fa05cd2c6ab1,26992488-3e60-4fa9-aa4b-6d5a4354e20b,2024-06-16 22:33:23
86b576fc-72a5-4ea2-ae60-fe23c4fc9db6,1882a27f-47dd-445c-a860-9860c38ee52d,90496e5e-acdd-418b-ad38-ad214e7a347e,2024-05-23 02:19:23
15bd01e8-5bf4-4964-9dec-63b5577c6b19,a3cd58bf-124b-4a01-89be-e74265c6ff54,ab51c6e7-897f-40b2-8d96-9acc9628a6d7,2024-03-03 17:33:24
8956540f-cc5a-46b2-be19-c4c1e98ab4d0,38995514-089d-469e-b7e0-d72ef1f642d3,ed4cf2ae-f6e7-4e7a-9ab0-a45238edf50a,2024-07-31 07:20:02
03348958-684f-4c78-936c-ac14a4e26646,9a08f052-ef2c-4495-916d-e8e818ef0b48,ba1779fd-d7f4-488b-8416-d5552dccc631,2024-01-04 21:57:01
b80d5a7a-d255-459d-9139-34e8d1a4abc9,e458ddfd-905e-451b-8fab-6c8eb55e4fc0,695d5577-cbaa-4e8d-ad22-b8f8de421192,2024-01-31 03:42:19
b4fccfe5-30b6-423b-b675-6edbbfd094a3,7568652e-ddab-4102-9c44-590336b3afcf,3c47df7c-1842-40b3-8899-68e3d95f41c8,2024-05-08 13:31:13
b122c775-0eff-4050-bc88-75f90ec2b755,e8cf7f8f-ede9-4ff1-9d40-70f2f8525078,c388b418-ba14-4b9e-ae1f-b6ec6159ab06,2024-05-14 16:22:24
4af9f429-56e6-42cb-b39a-b6a7e4669371,179160f0-a7e1-4eea-868d-a2140b587c5d,3c47df7c-1842-40b3-8899-68e3d95f41c8,2024-05-28 03:17:00
0dc78d23-9f8b-4b49-8f96-8e72f9216ec1,3855a262-1914-476d-8b2d-3a95e575e4de,5233bd5a-1fb4-4022-9ef4-9885ad9b99f4,2024-02-28 12:54:38
0195d6c4-130a-4378-a2d3-8e22dd172f7a,53a3b69b-dd40-4d5a-a15c-433f442e53a6,26992488-3e60-4fa9-aa4b-6d5a4354e20b,2024-03-31 16:18:17
c245519b-d667-497a-859b-cf6d456df529,e89f05e0-9c78-4d9c-a4e3-487a2256b94d,e320cc11-248f-4fa2-9896-aaab2b4bc1ab,2024-01-21 11:08:41
467c6f52-34e9-47a9-b992-b05a12b094ea,d89e6a74-ecee-476b-86d5-c7bc9647bc1b,959f0001-a7c8-49f4-8bf7-173b2cb863b4,2024-06-22 22:34:21
cf540018-23af-4314-b190-a57af40da407,1c5115b0-e1b8-41c1-bb02-d700d7145284,a795581f-3613-443f-a730-ce6ac79674ae,2024-03-18 04:25:49
333b4e54-abe4-45ae-8d8b-b0b9dd6b0176,49dc971a-2106-4dbb-b750-4b2d37bee24b,a795581f-3613-443f-a730-ce6ac79674ae,2024-09-27 11:53:08
54744969-be09-4217-a7ca-470678211bfe,dd311e39-8242-498a-91d7-7bc26de8da31,90496e5e-acdd-418b-ad38-ad214e7a347e,2024-08-22 16:42:13
c0b160d5-c2d6-401b-ab71-39b6fa86dd72,08d9ffbd-de91-441c-8e9a-b788fb4d4e63,a795581f-3613-443f-a730-ce6ac79674ae,2024-01-05 20:40:04
b5b9692a-28b1-4021-864e-084aafe2c931,6c0c5d2d-ce33-4a6e-91f4-810b7ec7fd8a,26992488-3e60-4fa9-aa4b-6d5a4354e20b,2024-03-23 00:20:06
45efed6d-2e82-4730-b481-0824e30387cb,a4e95cf4-5b51-4003-a4aa-b56eef7d9a05,3c47df7c-1842-40b3-8899-68e3d95f41c8,2024-08-18 17:16:18
d983372d-9a15-4910-9c64-d91490617f07,84d7ebb2-9c2b-4149-9ab0-f7b51f82841e,3edbd79b-fa31-4627-a9e7-a788489c521a,2024-07-03 01:03:13
69fd1e0d-afe0-4b6e-984b-33b0b807b7b5,8eaf1874-9365-4c36-81d7-fe383e8720fc,26992488-3e60-4fa9-aa4b-6d5a4354e20b,2024-09-03 03:49:45
a51295d6-e39f-424e-8d0a-50ca126b04fa,1a95714c-7433-4b17-8676-9b6cb1c24c95,26992488-3e60-4fa9-aa4b-6d5a4354e20b,2024-01-31 08:31:18
6a68872f-ce22-481b-94f5-5a4ff34a89ae,82dde003-268e-4a7e-92f5-6aa9fc78cb11,7b96c6be-198f-40ea-a457-11b71fc95c61,2024-06-30 11:13:13
4f8bcb62-2b6b-474d-a5be-86349ad20f3b,f884a6af-afcf-4dd1-ae84-8f5f02804ede,0e49b452-3443-4ce9-a35d-53c845e4f60f,2024-06-17 20:32:21
29230c94-1a6f-4bf8-b849-c89f631b19ae,3d629268-0c56-4a69-b55d-c9cc3a8cac89,3a339568-c338-429e-8aef-293a3ea7f5bb,2024-02-20 06:43:09
cfcb7093-ea83-4865-a42d-486ce41ad1bb,2ab482cf-9a1d-4271-9de5-812857d00f15,ba1779fd-d7f4-488b-8416-d5552dccc631,2024-08-21 19:52:28
e1e4f836-a11d-4dab-b8de-8760fb8e5a68,0564dc8a-2c53-44ac-b2ec-499755de840f,c388b418-ba14-4b9e-ae1f-b6ec6159ab06,2024-08-22 22:26:09
6080d975-1ead-4f2e-8f4d-a6e363d36022,7ddd3ed2-e4d2-420c-bd01-fa05cd2c6ab1,3a339568-c338-429e-8aef-293a3ea7f5bb,2024-07-23 01:40:47
3f1f7260-aadf-4247-a2de-cb8db20e1fc9,c5b81b22-eda6-4d0d-8430-c7e1a0ac65a9,a795581f-3613-443f-a730-ce6ac79674ae,2024-05-13 17:42:07
b17bcad0-bf63-4121-9835-70f4b2466716,89af6831-8b40-4fbf-86e4-c1c871105249,695d5577-cbaa-4e8d-ad22-b8f8de421192,2024-07-17 05:58:54
8bbd4c05-d73f-47f6-a35c-d1c9972f6e16,a769e100-ae92-4a0a-96d0-628ce6c9c579,8e577a9b-05fd-42e0-b632-df1326c8f571,2024-06-01 14:13:54
4fcb380f-d4f2-4ae0-a547-e2da39594d5f,b193c0bf-4da4-4916-b591-3b630184d8e8,9e83f157-d468-419d-ad33-136689153d82,2024-09-18 01:21:33
686c4274-d601-4602-80a4-bcccbf7acb02,a769e100-ae92-4a0a-96d0-628ce6c9c579,afa0180e-27c9-40c2-90b9-2c36049628da,2024-04-16 04:45:07
815948bc-42ca-49c4-b3aa-8ea747991a4e,89af6831-8b40-4fbf-86e4-c1c871105249,ba1779fd-d7f4-488b-8416-d5552dccc631,2024-04-21 13:12:19
e2de3822-a1fb-45bb-b67c-51cd99cf488b,08deeed2-0763-4c37-8a19-0c6be01687f6,6047372f-c9af-4531-8a73-8bdb89bfb063,2024-07-03 09:43:01
239f3710-78ae-49ad-9150-581b6c9a8120,c5b81b22-eda6-4d0d-8430-c7e1a0ac65a9,e320cc11-248f-4fa2-9896-aaab2b4bc1ab,2024-06-01 17:39:03
aed2de05-3ec8-4f49-879a-77d0374543ca,109eb90e-2ed1-4814-8c38-327f205d701f,26992488-3e60-4fa9-aa4b-6d5a4354e20b,2024-09-28 11:50:22
bb0f07db-0859-46a0-9ea8-44f844642c5a,a769e100-ae92-4a0a-96d0-628ce6c9c579,ed4cf2ae-f6e7-4e7a-9ab0-a45238edf50a,2024-06-24 14:09:28
2351de52-b4e5-4cec-927a-cf470d64b314,0564dc8a-2c53-44ac-b2ec-499755de840f,4f3eb0d3-dd92-4afe-9c6c-cd1634770a52,2024-09-10 10:40:33
c6a90bc3-c0ef-48c7-b387-2efcfaba820d,8145dc69-db05-4889-8115-6ae7bbeb03f4,a795581f-3613-443f-a730-ce6ac79674ae,2024-01-04 21:34:12
9b400b8d-5735-45b5-b522-542ec6fd6c85,53a3b69b-dd40-4d5a-a15c-433f442e53a6,f31ae959-58d2-437c-bf6e-3b76e3d1e479,2024-10-01 16:47:29
f4b3f818-d54e-43f0-bcbc-745d3acc42dc,a66ba3e2-10fc-479b-99bd-902d93372f12,9e83f157-d468-419d-ad33-136689153d82,2024-02-23 01:10:18
c0030d5e-f94f-4d99-b66a-d8ad30f5d2c9,c40bae19-4aa7-472c-9fdf-5010236b7f19,f9623129-3998-4702-9949-2c9984428449,2024-02-05 00:31:10
5c436acf-14f1-4c16-bb73-bc64bcb0761b,f65e8c67-1b9c-4303-8205-a1eb50b28117,90496e5e-acdd-418b-ad38-ad214e7a347e,2024-03-22 22:06:16
58c9408a-526b-4fc9-b893-fd64aaf61407,13440170-ced1-44e7-9564-178443535f85,dd5f09e3-33aa-46a2-aa3b-3644cf18b167,2024-05-19 23:21:52
9182c205-2460-4af3-b581-2b77e16ad25e,ef9f51dc-1ac6-4a3b-8131-a9bc750cb9b0,a83b5073-16b7-4acd-b748-514eb1a25314,2024-05-30 09:30:49
48f2888a-d044-44b5-b7a4-f697acfe50a7,fe5b8301-1b13-4683-8fb5-3e8689f0c4d8,4f3eb0d3-dd92-4afe-9c6c-cd1634770a52,2024-06-26 02:46:02
a7534202-c07f-4ead-a261-ef990f96918f,e458ddfd-905e-451b-8fab-6c8eb55e4fc0,959f0001-a7c8-49f4-8bf7-173b2cb863b4,2024-03-02 10:25:21
8a1809a0-f018-4123-bd98-aca9a9736c41,f884a6af-afcf-4dd1-ae84-8f5f02804ede,f9623129-3998-4702-9949-2c9984428449,2024-05-18 15:15:52
dc4f5c9c-1ee0-4e35-bd49-94df3634bd0b,179160f0-a7e1-4eea-868d-a2140b587c5d,71377f20-bed9-410b-9fa7-142e3179e9fe,2024-05-03 11:08:51
c4a86896-27a3-4259-9d46-7fd762c00dc9,58f0f152-7dee-47c8-92bb-56e1aa4da25a,9e83f157-d468-419d-ad33-136689153d82,2024-02-28 03:34:18
e1996930-1727-4e36-8ec6-96236521f703,956b2015-ab24-4c4c-b309-e171d296f4cb,5233bd5a-1fb4-4022-9ef4-9885ad9b99f4,2024-04-28 19:59:29
7b050b22-588c-41b0-9c7d-4d15f084a658,7ba92d62-52bd-48c4-8146-da84e760a18a,ba1779fd-d7f4-488b-8416-d5552dccc631,2024-06-13 00:47:56
50ce3eee-0fe9-4722-89cc-55588382943d,f65e8c67-1b9c-4303-8205-a1eb50b28117,3edbd79b-fa31-4627-a9e7-a788489c521a,2024-09-22 14:38:31
2dfc0722-27cd-4a36-b7ef-24519d41fd92,2c914c16-a68f-4c6c-950c-84f4b86c2a7b,695d5577-cbaa-4e8d-ad22-b8f8de421192,2024-06-13 18:18:25
4bd5f9bc-d782-4786-b033-78ed1ccc969d,486784cb-20a9-41d5-a147-2619b685f7fc,f9623129-3998-4702-9949-2c9984428449,2024-08-30 05:32:09
